,model_name,data_name,mbpp_4shot,math-0shot,gsm8k-4shot,humaneval-0shot,hellaswag-10shot,nq-1shot,BoolQ-5shot,mmlu-5shot,lora,epoch,data_size,lr_strategy,mtbench-total,mtbench-writing,mtbench-roleplay,mtbench-reasoning,mtbench-math,mtbench-coding,mtbench-extraction,mtbench-stem,mtbench-humanities,alpaca_eval_v2-total,mbpp-0shot,gsm8k-0shot,nq-0shot,nq-5shot,nq-25shot,BoolQ-0shot,hellaswag-0shot,mmlu-0shot,Truthful_QA-0shot,LongBench-v2-0shot,jmmlu-0shot,cmmlu-0shot
82,LLM-jp-3-7B,all,10.89,1.72,15.01,2.44,28.62,6.87,43.36,22.44342541436464,true,3,10000.0,cosine,2.02,1.6,3.4,1.7,1.4,1.4,1.9,2.0,2.8,0.75,12.84,7.73,16.54,9.83,5.29,61.56,20.82,28.40684210526316,0.1,,26.648421052631583,20.55373134328358
83,LLM-jp-3-7B,all,9.73,1.66,14.56,1.22,28.66,9.67,61.71,23.42408839779005,true,4,10000.0,cosine,2.14,2.0,2.7,1.5,1.3,1.25,2.2,2.1,3.9,0.62,11.28,8.19,13.55,9.78,5.26,62.11,21.44,29.44964912280702,0.08,,28.416666666666668,17.8489552238806
84,LLM-jp-3-7B,all,10.51,1.5,16.3,4.88,28.72,7.73,55.35,23.18425414364641,true,5,10000.0,cosine,2.26,1.7,2.6,2.1,1.5,1.3,2.9,2.6,3.4,0.5,9.34,7.51,14.24,10.14,5.73,62.91,19.56,27.962807017543856,0.07,,26.54368421052632,18.01298507462687
85,LLM-jp-3-7B,all,10.12,1.9,14.63,3.05,28.33,11.22,58.32,23.61055248618784,true,6,10000.0,cosine,2.17,2.1,2.3,1.9,2.0,1.5,2.3,2.5,2.8,1.12,7.78,5.99,13.32,12.02,7.31,57.37,17.51,28.565263157894737,0.07,,28.921929824561406,15.188358208955224
86,Chinese-Mistral-7B-v0.1,all,45.91,5.78,38.97,22.56,5.41,20.53,8.1,16.3378453038674,false,3,10000.0,cosine,3.19,2.7,3.9,3.1,1.7,3.1,2.6,3.2,5.2,1.37,43.19,23.81,22.85,22.35,22.33,30.92,13.22,42.2422807017544,0.08,,35.521578947368425,9.13358208955224
87,Yi-1.5-9B,all,70.82,19.54,64.14,33.54,76.05,14.49,38.44,49.58453038674034,true,6,10000.0,cosine,4.26,2.6,5.2,5.6,3.6,4.4,4.6,3.6,4.5,3.23,71.98,34.57,15.29,7.67,7.45,78.32,74.81,58.94017543859648,0.09,,46.43263157894737,47.42298507462686
88,llama-3-chinese-8b,all,54.47,11.78,43.75,9.15,25.95,11.99,48.47,36.63530386740332,true,1,10000.0,cosine,2.35,2.6,2.7,1.6,1.3,2.3,2.5,3.0,2.8,1.01,54.09,26.23,12.02,25.26,23.07,38.23,23.44,38.29684210526315,0.07,,27.158070175438592,32.722686567164175
89,Llama-3-Swallow-8B-v0.1,all,49.03,8.92,36.47,0.0,41.63,19.75,66.67,43.0778453038674,false,10,10000.0,cosine,3.98,5.1,4.8,2.5,2.8,3.2,4.3,4.3,4.8,3.88,20.62,25.32,18.37,21.3,21.05,55.99,23.6,46.8821052631579,0.04,,40.3680701754386,36.29313432835821
90,llama-3-chinese-8b,all,53.31,9.16,42.38,14.02,31.86,17.29,55.02,41.84513812154696,false,6,10000.0,cosine,3.52,3.2,4.2,2.8,1.5,2.56,3.6,4.6,5.6,2.9,49.42,27.14,21.44,20.83,16.15,24.68,15.77,44.30684210526315,0.07,,38.645087719298246,33.681194029850744
91,llama-3-chinese-8b,all,51.36,7.12,40.41,15.85,30.65,16.65,51.83,40.99132596685083,false,7,10000.0,cosine,3.79,3.8,4.8,3.2,1.5,3.4,3.3,4.9,5.4,3.56,45.91,22.97,20.97,20.06,15.21,18.04,15.2,43.4959649122807,0.07,,37.91228070175439,32.32328358208956
92,Llama-3-Swallow-8B-v0.1,all,56.03,12.46,49.66,4.27,33.74,15.84,65.87,41.96215469613259,true,5,10000.0,cosine,3.23,3.4,3.5,2.0,1.7,2.7,2.9,3.7,5.9,1.87,30.35,36.62,19.5,21.3,23.27,68.5,19.71,46.47,0.06,,39.843859649122805,36.25164179104477
93,llama-3-chinese-8b,all,49.42,7.4,38.74,11.59,30.39,15.6,47.46,40.58381215469613,false,9,10000.0,cosine,3.84,3.9,3.9,3.3,2.0,2.89,3.9,4.5,6.2,3.08,43.97,19.18,20.5,19.14,14.74,25.93,16.58,42.21877192982458,0.07,,36.77684210526317,32.719104477611936
94,llama-3-chinese-8b,all,48.64,7.06,39.27,11.59,29.84,15.24,46.15,40.69055248618785,false,10,10000.0,cosine,3.69,3.8,4.3,3.1,1.5,3.5,2.9,4.2,6.2,4.03,43.58,17.89,20.28,19.14,14.38,26.85,16.65,42.13982456140351,0.06,,37.31719298245614,32.475970149253726
95,Chinese-Mistral-7B-v0.1,all,49.81,5.32,41.09,31.71,2.74,14.96,4.92,11.640055248618786,false,1,10000.0,cosine,2.12,1.8,2.5,1.8,1.6,2.2,1.9,2.3,2.9,0.75,45.14,29.26,16.29,14.46,16.37,24.74,8.63,34.23263157894737,0.07,,32.0319298245614,2.340895522388059
96,Chinese-Mistral-7B-v0.1,all,49.42,5.3,42.08,26.83,3.53,19.09,4.89,14.889613259668508,false,2,10000.0,cosine,2.5,2.1,2.9,1.8,1.4,2.4,2.9,2.6,3.9,1.12,45.91,24.79,22.41,21.88,19.06,48.72,10.78,36.812105263157896,0.09,,34.85999999999999,8.080895522388058
97,Gemma2-9B,all,59.53,15.94,63.53,30.49,27.5,19.31,16.18,46.019834254143646,true,6,10000.0,cosine,4.06,3.5,4.3,2.7,2.0,4.0,4.2,5.6,6.2,3.12,30.35,22.14,23.85,17.48,13.27,54.25,56.02,61.1557894736842,0.04,,58.05491228070176,30.72328358208956
98,llama-3-chinese-8b,all,50.58,7.44,44.66,10.37,29.1,14.49,47.92,38.225966850828726,true,10,10000.0,cosine,3.58,4.2,4.1,2.4,1.8,3.4,3.7,4.2,4.8,2.25,47.86,24.26,20.17,19.47,19.11,52.35,20.25,39.82052631578947,0.05,,33.4559649122807,38.18537313432835
99,OLMo-7B-hf,all,28.79,1.94,6.6,1.22,23.03,1.27,22.54,22.456408839779005,false,6,10000.0,cosine,2.75,1.9,4.3,2.0,1.1,2.5,2.6,3.3,4.3,2.24,21.79,2.96,14.71,4.35,11.66,53.52,25.41,25.320526315789472,0.05,,24.01140350877193,21.00925373134328
100,Yi-1.5-9B,all,72.37,18.62,64.67,35.37,76.95,15.46,40.03,52.0753591160221,true,5,10000.0,cosine,4.01,2.8,4.6,3.5,3.4,4.7,3.4,4.8,4.9,3.48,71.21,37.07,18.03,7.76,7.29,77.89,77.27,57.94701754385965,0.1,,47.72087719298246,51.67656716417911
101,Mistral-7B-v0.1,all,52.14,8.68,40.86,25.0,1.84,27.12,15.23,16.93524861878453,false,3,10000.0,cosine,3.51,4.0,4.4,2.8,1.3,3.5,4.1,3.8,4.2,4.35,51.36,23.43,29.97,30.3,26.79,24.77,8.08,42.27228070175438,0.08,,26.40438596491228,14.506119402985076
102,Chinese-Mistral-7B-v0.1,all,46.3,5.0,38.67,19.51,19.64,17.76,52.75,26.60889502762431,false,8,10000.0,cosine,3.52,2.6,4.0,2.5,2.6,2.9,4.0,4.3,5.3,2.63,42.8,12.81,21.08,21.25,21.5,35.99,21.26,45.4842105263158,0.07,,34.48035087719298,15.329701492537309
103,Chinese-Mistral-7B-v0.1,all,48.25,5.3,37.98,16.46,21.49,17.78,54.56,27.653259668508287,false,9,10000.0,cosine,3.44,2.7,3.8,3.2,2.2,2.2,3.9,4.5,5.0,2.9,42.02,10.69,20.61,21.11,21.05,39.17,22.25,45.15315789473684,0.07,,34.41456140350877,15.91940298507463
104,Chinese-Mistral-7B-v0.1,all,48.25,5.38,37.07,14.63,22.34,17.56,55.05,28.0514364640884,false,10,10000.0,cosine,3.24,3.7,4.6,2.5,1.4,2.4,2.9,3.8,4.6,3.54,41.25,11.22,20.42,21.0,21.0,39.45,22.73,44.59,0.07,,34.30508771929824,16.295820895522386
105,Chinese-Mistral-7B-v0.1,all,45.91,5.72,39.65,19.51,6.72,19.47,22.6,18.478729281767954,false,4,10000.0,cosine,3.48,2.9,4.4,2.9,2.3,3.0,3.9,4.2,4.2,1.74,43.19,13.19,20.64,22.05,21.75,23.46,14.49,40.997894736842106,0.06,,36.03438596491228,8.015373134328359
106,Meta-Llama-3-8B,all,61.48,12.8,52.16,39.02,31.64,24.02,41.41,38.070773480662986,false,2,10000.0,cosine,3.36,4.1,3.2,2.1,1.4,3.3,4.0,3.8,5.0,3.86,59.53,33.66,20.64,28.48,29.42,34.4,11.4,45.10929824561404,0.07,,36.17719298245614,26.392089552238808
107,Meta-Llama-3-8B,all,62.65,13.3,51.71,26.83,34.28,27.09,63.52,36.68259668508287,false,3,10000.0,cosine,3.55,3.7,4.2,1.7,1.4,3.5,5.1,4.0,4.8,3.99,56.03,42.99,24.24,28.01,26.98,12.05,8.79,45.55368421052631,0.07,,36.10947368421052,22.0744776119403
108,Chinese-Mistral-7B-v0.1,all,45.91,5.54,40.33,20.12,13.9,18.2,28.72,22.359060773480667,false,5,10000.0,cosine,3.41,3.6,4.0,3.0,1.9,2.5,3.2,3.7,5.4,2.37,41.25,13.57,20.75,21.94,22.13,27.74,17.59,43.66175438596492,0.07,,35.43842105263158,12.624179104477612
109,llama-3-chinese-8b,all,57.2,10.46,44.35,11.59,32.89,19.58,63.88,42.39889502762431,false,4,10000.0,cosine,3.48,4.2,4.4,2.2,1.5,2.4,3.9,3.9,5.3,2.64,50.97,37.23,23.88,23.52,18.31,24.89,14.2,45.97964912280702,0.06,,39.59140350877193,33.38955223880597
110,llama-3-chinese-8b,all,56.81,11.58,45.94,25.0,29.94,17.95,68.81,40.26298342541437,false,3,10000.0,cosine,2.94,2.2,3.2,2.6,1.4,3.0,3.4,3.4,4.3,2.12,50.97,36.62,21.14,24.07,20.28,10.67,12.61,44.261754385964906,0.07,,38.598771929824565,29.087313432835824
111,llama-3-chinese-8b,all,59.92,10.56,46.63,18.9,28.09,17.09,71.07,41.18900552486188,false,2,10000.0,cosine,2.61,2.5,2.7,2.2,1.2,2.4,3.3,3.4,3.2,0.64,54.09,29.19,19.81,27.09,25.24,34.34,20.69,43.60122807017544,0.07,,35.05929824561404,34.43313432835821
112,OLMo-7B-hf,all,28.4,1.82,6.67,1.22,22.32,4.88,20.73,22.74027624309392,false,5,10000.0,cosine,2.58,2.3,3.9,1.9,1.2,2.33,2.2,3.1,3.7,1.37,23.74,1.97,15.98,8.37,16.73,59.08,24.13,26.207192982456142,0.05,,24.2161403508772,23.261641791044777
113,OLMo-7B-hf,all,31.91,0.9,5.99,8.54,19.32,1.16,61.83,22.01441988950276,false,1,10000.0,cosine,1.86,1.5,2.0,1.8,1.0,1.9,2.0,2.2,2.5,0.5,27.24,3.26,17.12,1.58,8.2,62.11,24.77,23.79526315789473,0.11,,19.798947368421054,22.888059701492537
114,OLMo-7B-hf,all,22.18,1.54,4.93,1.83,22.82,1.8,14.65,20.75839779005525,false,10,10000.0,cosine,2.69,2.3,3.7,2.0,1.6,2.1,2.6,3.4,3.8,1.49,20.62,2.35,12.55,5.15,10.58,53.33,23.67,26.25771929824561,0.03,,23.50122807017544,18.196716417910448
115,OLMo-7B-hf,all,31.91,1.8,6.67,4.27,25.35,2.88,30.73,22.79232044198895,false,3,10000.0,cosine,2.44,2.3,3.1,2.0,1.3,2.0,2.4,2.8,3.6,1.24,28.79,2.12,16.54,6.12,15.62,60.64,23.99,27.20631578947369,0.1,,21.22421052631579,22.86835820895522
116,OLMo-7B-hf,all,26.07,1.72,6.37,2.44,22.86,2.08,15.99,20.7592817679558,false,7,10000.0,cosine,2.51,2.6,2.9,2.0,1.3,2.11,2.1,3.0,4.0,2.37,19.84,2.96,13.93,4.65,10.86,54.95,24.34,25.289298245614034,0.04,,23.383684210526315,19.294776119402982
117,OLMo-7B-hf,all,24.9,1.86,5.61,1.22,22.44,1.97,14.46,21.10475138121547,false,8,10000.0,cosine,2.59,2.3,4.0,1.9,1.4,2.0,2.4,3.3,3.4,1.62,17.51,3.18,13.6,5.29,11.69,51.68,24.32,26.387368421052635,0.03,,22.61894736842105,19.75731343283581
118,OLMo-7B-hf,all,27.63,1.62,7.05,3.66,23.78,8.59,35.29,23.045966850828734,false,4,10000.0,cosine,2.27,2.0,2.8,1.5,1.1,2.0,2.5,2.8,3.5,2.61,28.02,2.81,16.57,11.63,19.67,55.9,24.97,26.026315789473685,0.05,,22.79263157894737,23.43925373134328
119,OLMo-7B-hf,all,30.74,1.4,6.52,11.59,21.77,0.22,0.09,14.845635359116022,true,2,10000.0,cosine,2.71,2.8,3.6,2.0,1.4,2.0,2.1,3.6,4.2,1.41,29.96,2.05,20.3,0.25,0.22,61.68,27.24,24.85438596491228,0.09,,19.810877192982456,22.432835820895523
120,OLMo-7B-hf,all,23.35,1.78,7.05,2.44,24.11,0.22,1.53,15.986574585635363,true,8,10000.0,cosine,2.58,2.4,3.7,2.0,1.4,1.9,2.2,3.0,4.0,1.01,7.78,1.9,17.78,0.22,0.22,40.21,21.39,25.333859649122807,0.08,,22.753157894736844,13.775522388059702
121,OLMo-7B-hf,all,24.51,1.72,6.29,4.27,23.76,0.22,1.83,15.684861878453038,true,9,10000.0,cosine,2.77,2.3,4.0,1.9,1.3,1.9,2.8,3.7,4.3,1.07,6.61,2.2,17.29,0.22,0.22,39.63,20.98,25.254210526315795,0.08,,23.2019298245614,12.12671641791045
122,OLMo-7B-hf,all,31.13,1.24,6.97,3.05,21.41,0.22,5.72,12.945635359116022,true,1,10000.0,cosine,2.58,2.3,3.9,2.1,1.1,1.8,2.2,3.2,4.0,1.62,20.23,3.49,20.61,0.25,0.22,42.35,25.13,24.149473684210527,0.11,,22.01245614035088,15.57641791044776
123,Chinese-Mistral-7B-v0.1,all,44.36,5.22,38.59,16.46,19.79,18.01,52.51,26.726022099447512,false,7,10000.0,cosine,3.44,3.2,4.1,3.5,2.2,3.2,3.0,4.1,4.2,1.63,44.75,10.24,21.58,21.88,21.91,33.67,20.22,45.69350877192983,0.06,,35.659122807017546,14.831791044776118
124,OLMo-7B-hf,all,26.85,1.44,7.81,1.22,23.7,0.22,1.28,18.43563535911602,true,5,10000.0,cosine,2.9,3.4,3.6,2.2,1.3,2.3,2.1,3.7,4.6,1.74,1.56,2.2,19.61,0.22,0.22,50.61,17.27,25.23368421052632,0.11,,21.547894736842107,18.54761194029851
125,OLMo-7B-hf,all,23.35,1.84,6.37,3.05,23.74,0.22,2.05,15.86265193370166,true,10,10000.0,cosine,2.54,2.4,3.4,1.8,1.2,1.9,2.3,3.5,3.8,1.03,7.78,2.96,17.23,0.22,0.22,39.57,20.81,25.51315789473685,0.07,,23.53543859649123,12.274776119402985
126,Llama-3-Swallow-8B-v0.1,all,57.59,13.0,49.43,4.27,41.99,21.72,69.82,43.72160220994475,false,4,10000.0,cosine,3.29,2.8,3.9,2.5,1.9,2.89,3.4,3.2,5.7,1.99,35.41,34.95,19.56,20.58,21.88,71.99,24.93,50.93614035087719,0.05,,44.16596491228069,34.05328358208956
127,OLMo-7B-hf,all,33.07,1.22,8.04,6.1,23.58,0.22,0.28,12.60707182320442,true,3,10000.0,cosine,2.85,2.8,4.4,2.1,1.0,2.1,2.6,3.5,4.3,1.69,28.79,3.03,21.5,0.22,0.22,52.91,24.98,26.05017543859649,0.12,,19.036842105263155,15.154776119402989
128,OLMo-7B-hf,all,31.13,1.86,7.96,3.66,24.85,0.22,2.78,18.716629834254142,true,6,10000.0,cosine,2.8,2.2,4.0,1.9,1.8,2.0,2.3,3.8,4.4,1.1,2.72,2.73,18.81,0.22,0.22,43.79,22.66,25.6740350877193,0.09,,22.39649122807017,18.958805970149253
129,OLMo-7B-hf,all,25.29,1.68,7.58,4.88,24.69,0.22,1.19,16.82585635359116,true,7,10000.0,cosine,2.95,2.8,4.1,2.2,1.67,2.3,2.3,3.7,4.4,2.01,4.67,2.35,18.28,0.22,0.22,40.55,21.73,25.551929824561405,0.08,,23.06543859649123,15.845970149253732
130,llama-3-chinese-8b,all,53.7,10.18,44.35,9.76,31.69,15.9,70.06,41.2621546961326,false,1,10000.0,cosine,2.15,2.4,2.3,1.9,1.6,2.1,2.2,2.3,2.4,0.69,52.53,30.33,14.24,27.89,26.54,41.83,25.14,36.4378947368421,0.07,,31.39368421052632,37.398059701492535
131,Meta-Llama-3-8B,all,61.87,12.18,49.2,6.1,36.23,27.76,66.18,35.62375690607735,false,4,10000.0,cosine,4.03,4.7,4.5,2.2,1.5,3.8,4.6,4.8,6.1,4.86,32.3,38.44,24.21,27.81,24.99,9.51,10.54,47.85105263157895,0.06,,36.29315789473685,18.63716417910448
132,Meta-Llama-3-8B,all,61.87,10.48,47.31,3.66,38.93,27.48,64.65,33.49060773480663,false,5,10000.0,cosine,4.2,5.0,6.3,2.6,1.5,3.9,3.5,4.9,5.9,4.76,15.56,33.89,24.99,27.78,23.46,8.47,13.98,45.525789473684206,0.06,,35.23649122807018,13.992537313432836
133,Meta-Llama-3-8B,all,59.92,10.38,42.61,4.88,40.58,26.29,68.41,33.580331491712705,false,6,10000.0,cosine,4.09,4.4,4.9,2.3,1.5,3.6,4.4,5.4,6.2,4.38,14.01,30.71,26.54,27.29,23.16,7.34,21.54,45.56421052631579,0.06,,35.473333333333336,13.3444776119403
134,Meta-Llama-3-8B,all,57.59,9.6,41.93,5.49,41.17,25.29,65.99,32.52651933701658,false,7,10000.0,cosine,3.75,3.6,4.7,2.7,1.1,4.4,3.2,4.3,6.0,4.64,29.96,28.73,25.57,26.09,23.35,6.94,20.22,45.551929824561405,0.06,,35.182631578947365,11.335373134328355
135,Yi-1.5-9B,all,66.54,24.5,62.02,28.05,76.51,9.5,83.12,58.37635359116023,false,1,10000.0,cosine,3.39,2.7,3.2,3.1,2.4,4.0,4.6,3.4,3.7,3.48,69.26,51.4,12.66,7.81,6.7,74.56,79.25,61.25964912280702,0.1,,44.32964912280702,66.88149253731342
136,Yi-1.5-9B,all,69.26,20.78,63.76,57.32,78.2,12.94,81.31,58.723591160221,false,2,10000.0,cosine,3.3,2.5,4.1,2.5,2.3,3.9,4.1,3.1,3.9,4.23,69.65,37.38,14.68,8.81,7.29,79.36,78.99,60.59666666666666,0.07,,45.30754385964912,66.6979104477612
137,Llama-3-Swallow-8B-v0.1,all,54.47,11.76,47.84,1.22,42.84,20.86,70.46,43.55817679558012,false,5,10000.0,cosine,3.95,4.3,5.3,2.6,2.3,3.2,3.4,4.6,5.9,3.62,11.67,31.01,19.2,20.94,21.52,60.86,25.92,51.226842105263145,0.05,,44.80877192982456,33.1679104477612
138,Yi-1.5-9B,all,72.37,21.54,64.22,48.78,78.6,12.99,78.13,60.05149171270718,false,3,10000.0,cosine,4.0,3.4,4.6,3.7,2.5,3.9,5.1,3.6,5.2,5.85,70.04,42.99,16.01,8.45,6.9,81.16,78.5,63.42105263157895,0.07,,47.31649122807018,67.29298507462687
139,Yi-1.5-9B,all,72.37,20.96,60.5,28.66,75.66,13.35,69.3,56.64546961325967,false,5,10000.0,cosine,4.84,4.8,5.2,4.1,3.3,5.3,5.7,4.7,5.6,5.6,70.82,46.85,15.79,9.75,6.84,80.4,73.08,65.04912280701754,0.05,,47.0859649122807,59.48955223880596
140,Yi-1.5-9B,all,70.04,20.16,60.42,25.0,73.13,14.65,64.43,56.28292817679557,false,6,10000.0,cosine,4.44,4.1,5.2,2.9,2.9,4.0,5.3,5.4,5.7,6.09,68.09,46.17,16.23,8.7,6.4,79.72,68.24,64.66035087719298,0.05,,46.46,59.36716417910447
141,Yi-1.5-9B,all,67.7,19.98,58.15,18.9,70.25,14.24,63.91,52.854751381215465,false,7,10000.0,cosine,4.83,3.9,5.3,4.7,3.4,5.2,5.3,5.0,5.8,5.85,68.48,43.14,15.96,8.84,6.2,78.96,63.36,62.86298245614035,0.04,,45.52614035087719,52.73865671641791
142,Yi-1.5-9B,all,67.32,18.28,57.39,21.95,67.26,14.4,63.21,52.03502762430939,false,8,10000.0,cosine,4.44,4.0,5.2,3.9,3.1,4.9,4.1,4.4,5.9,5.25,67.7,39.95,15.82,8.45,6.68,77.74,56.62,61.15105263157895,0.04,,43.379122807017545,53.02567164179104
143,Yi-1.5-9B,all,65.76,17.74,57.32,21.34,65.11,14.46,61.01,51.9821546961326,false,9,10000.0,cosine,4.84,4.7,4.8,4.2,3.0,5.1,6.1,4.8,6.0,6.23,65.37,40.56,15.4,8.17,6.68,77.0,52.91,61.03526315789473,0.04,,43.20403508771929,53.31776119402984
144,Yi-1.5-9B,all,66.15,18.32,56.25,18.9,64.13,14.76,62.91,51.67469613259669,false,10,10000.0,cosine,4.65,4.6,5.2,3.2,2.9,5.6,4.7,5.1,5.9,5.73,67.32,39.58,15.46,8.25,6.51,77.13,51.28,60.50526315789474,0.03,,43.4361403508772,52.55656716417911
145,Llama-3-Swallow-8B-v0.1,all,55.64,14.04,49.2,13.41,30.47,15.79,19.45,35.82519337016575,false,1,10000.0,cosine,3.19,3.5,3.6,1.9,1.8,2.5,3.6,3.6,5.0,2.51,29.96,42.0,11.72,16.48,20.11,75.32,31.17,41.18631578947368,0.07,,29.47491228070176,34.41298507462686
146,Llama-3-Swallow-8B-v0.1,all,54.47,13.28,49.36,29.27,34.27,22.3,60.4,41.833591160221,false,2,10000.0,cosine,3.06,2.9,3.9,1.6,1.2,3.2,3.4,3.1,5.2,2.63,57.98,42.53,17.56,22.94,23.02,75.47,24.69,44.22824561403509,0.06,,39.638596491228064,36.188358208955215
147,Llama-3-Swallow-8B-v0.1,all,56.42,13.5,50.57,6.71,38.14,22.44,67.86,44.0417679558011,false,3,10000.0,cosine,3.2,2.9,3.9,2.0,1.9,3.6,3.2,3.0,5.1,1.51,56.42,42.15,18.84,22.3,23.21,70.49,22.65,47.59789473684211,0.06,,42.60877192982456,37.13373134328359
148,OLMo-7B-hf,all,31.13,1.82,8.57,6.1,23.92,0.22,0.12,16.942651933701658,true,4,10000.0,cosine,2.8,2.7,3.4,2.1,1.5,2.1,2.6,3.5,4.5,1.21,3.11,2.58,17.84,0.25,0.22,51.96,22.11,24.9459649122807,0.11,,19.754385964912284,21.75432835820896
149,Yi-1.5-9B,all,71.98,19.46,63.0,32.93,78.3,14.27,74.01,58.95298342541437,false,4,10000.0,cosine,4.42,4.5,4.3,3.8,3.4,4.8,4.2,5.6,4.8,5.85,70.43,46.63,16.43,8.75,7.09,81.5,75.68,65.06052631578947,0.07,,47.267017543859644,64.81686567164179
150,Llama-3-Swallow-8B-v0.1,all,54.09,11.1,43.9,1.22,43.88,20.28,70.7,43.38325966850828,false,6,10000.0,cosine,3.71,3.6,5.1,2.3,2.4,3.1,3.0,4.4,5.8,3.13,24.12,29.04,19.06,20.94,21.58,62.48,27.04,50.09263157894736,0.04,,43.43561403508772,34.201343283582084
151,Meta-Llama-3-8B,all,59.92,11.94,51.02,13.41,27.5,22.85,5.29,35.79734806629834,false,1,10000.0,cosine,3.11,4.4,3.4,1.8,1.5,2.8,3.4,3.4,4.2,2.49,54.86,38.29,15.01,25.57,25.29,45.17,19.41,36.12666666666667,0.08,,26.382105263157893,34.439552238805966
152,OLMo-7B-hf,all,32.68,1.7,6.82,9.76,19.85,3.99,45.14,22.41994475138121,false,2,10000.0,cosine,2.01,1.6,2.2,1.9,1.1,1.8,2.1,2.5,2.9,1.49,31.52,1.59,16.7,5.71,17.01,61.35,25.61,25.86438596491228,0.09,,20.27298245614035,23.51880597014925
153,Llama-3-Swallow-8B-v0.1,all,47.86,9.8,37.45,3.05,42.02,19.89,67.0,43.36193370165746,false,9,10000.0,cosine,4.14,5.6,4.4,2.8,2.3,3.4,4.0,4.5,6.1,3.27,22.96,24.64,18.39,20.89,21.58,57.13,23.74,47.09017543859649,0.04,,41.01175438596491,36.30865671641792
154,Sarashina2-7B,all,32.68,2.46,14.78,14.63,13.27,14.38,37.77,20.433480662983424,false,10,10000.0,cosine,2.59,2.0,3.9,1.9,1.3,2.0,2.2,3.0,4.4,1.5,27.63,5.31,15.21,14.74,15.1,41.9,24.0,30.590000000000003,0.05,,27.34631578947368,21.24283582089552
155,Qwen2.5-7B,all,55.25,30.06,63.31,6.71,81.01,19.14,82.75,53.17911602209945,true,9,10000.0,cosine,3.86,3.2,4.2,3.7,4.3,3.2,4.5,3.7,4.1,3.48,43.97,49.89,21.11,23.99,23.55,5.69,74.53,51.175614035087726,0.06,,55.77175438596491,40.443880597014925
156,Sarashina2-7B,all,32.68,2.82,12.89,14.02,13.43,14.46,37.55,20.501270718232043,false,9,10000.0,cosine,2.91,2.1,3.5,2.1,1.8,2.7,2.6,3.8,4.7,1.63,30.35,6.37,14.99,14.68,15.24,41.93,23.89,30.69561403508772,0.05,,27.69192982456141,21.17268656716418
157,Sarashina2-7B,all,32.3,2.92,14.03,18.29,13.74,14.76,34.34,21.475690607734805,false,7,10000.0,cosine,2.88,2.5,3.9,2.5,1.7,2.7,2.5,2.8,4.4,0.88,28.4,6.75,14.71,14.88,14.88,43.7,25.12,31.28333333333333,0.05,,28.64508771929825,23.067014925373133
158,Meta-Llama-3-8B,all,55.64,9.5,40.79,4.88,42.13,24.79,64.43,31.930994475138124,false,8,10000.0,cosine,4.26,5.3,5.0,2.5,2.5,3.7,4.0,4.8,6.3,4.3,24.51,26.61,24.46,26.07,23.82,6.73,20.81,44.19421052631579,0.06,,34.95666666666666,10.066119402985072
159,Meta-Llama-3-8B,all,55.64,9.74,40.64,5.49,42.39,24.32,64.74,31.43193370165746,false,9,10000.0,cosine,4.33,5.3,5.2,3.0,2.4,3.4,3.7,5.7,5.9,4.55,28.4,25.63,24.63,26.29,22.77,7.37,20.89,43.20982456140351,0.06,,33.956315789473685,9.722686567164178
160,Meta-Llama-3-8B,all,55.25,9.26,39.95,4.27,42.27,24.21,64.46,31.528729281767955,false,10,10000.0,cosine,3.99,3.1,4.9,1.9,1.9,3.6,4.2,5.4,6.9,4.41,26.85,25.17,24.96,26.54,24.02,7.68,20.81,43.82526315789474,0.06,,34.383508771929826,9.484776119402984
161,Mistral-7B-v0.1,all,51.75,9.4,40.18,24.39,14.65,17.2,13.09,24.643756906077343,false,1,10000.0,cosine,2.49,1.9,2.4,2.0,1.4,2.6,3.0,3.2,3.4,2.73,49.03,24.79,19.72,28.5,16.65,24.56,14.52,37.946491228070165,0.06,,24.66771929824561,17.025074626865674
162,Chinese-Mistral-7B-v0.1,all,44.75,5.28,38.59,17.68,19.27,18.17,46.3,24.485469613259674,false,6,10000.0,cosine,3.24,2.8,5.0,3.2,1.6,2.9,2.7,3.3,4.4,1.88,42.8,11.37,22.13,21.94,22.19,33.91,20.35,45.10596491228069,0.06,,35.2819298245614,14.508059701492536
163,Mistral-7B-v0.1,all,53.7,7.6,37.98,26.83,17.31,23.07,24.89,36.68055248618784,false,2,10000.0,cosine,3.36,2.8,3.6,2.8,1.5,3.4,3.8,3.5,5.5,4.48,44.75,26.54,26.7,29.47,28.95,36.82,39.62,43.25578947368421,0.09,,33.31456140350877,35.48865671641791
164,Mistral-7B-v0.1,all,50.97,7.46,37.07,16.46,8.76,27.62,45.9,25.265690607734808,false,4,10000.0,cosine,4.62,4.4,6.0,4.4,2.3,3.7,4.8,5.3,6.1,5.97,50.19,18.57,30.3,30.75,28.42,34.01,11.31,44.57561403508772,0.09,,28.92543859649123,17.138059701492537
165,Mistral-7B-v0.1,all,46.69,8.42,35.41,6.71,12.86,27.51,36.12,23.50828729281768,false,5,10000.0,cosine,4.34,4.5,5.1,4.0,1.5,3.5,4.8,5.2,6.1,6.48,36.19,24.64,28.31,30.72,28.45,18.07,12.79,44.5840350877193,0.08,,30.81964912280701,13.07
